100000,22,22,2007565,2009942,16816,13504
100000,21,22,2030723,1927770,17179,9333
100000,22,23,1903768,2201121,16581,8364
100000,22,23,1958942,2211858,16933,11495
100000,24,23,1975113,2027938,17732,15430
100000,24,22,2095968,1964813,16925,8929
100000,23,26,1948362,1962768,17071,9170
100000,23,22,2107845,1988950,16862,9676
100000,23,25,1950137,1997032,16963,9980
100000,23,22,2336664,1912852,16550,9041
100000,22,25,1913571,2067582,16932,15015
100000,24,25,1975590,2058939,18263,9010
100000,24,25,2074043,1951301,18067,13688
100000,22,22,1946642,1989637,17477,14611
100000,23,24,2045288,1960816,17305,9673
100000,24,24,2141416,1942518,17353,8846
100000,26,23,1990311,1991198,17146,16361
100000,23,23,2025758,1991705,17076,8868
100000,23,22,2000806,1943686,17075,8767
100000,21,23,1923723,2055306,16962,13310
100000,23,22,1938387,2010450,16933,10027
100000,24,31,1958757,1974651,17000,15129
100000,24,22,2097587,1925347,16992,9297
100000,22,22,2054349,1915957,17049,13683
100000,27,23,1961268,1966060,21771,12151
100000,23,28,1975169,2026650,21195,9758
100000,24,23,2031007,2091405,17390,17299
100000,22,23,2029512,2026427,17046,11523
100000,23,25,1983400,2049962,17390,8974
100000,23,23,2067162,2099322,17027,8457
100000,36,23,2027664,1933483,16987,15072
100000,23,23,2033735,2026775,17076,12767
100000,23,28,2099311,2110468,17787,10179
100000,29,23,1957714,1941018,19485,19141
100000,25,26,2166327,1951002,19550,10381
100000,27,26,2030928,2079921,19593,10079
100000,27,24,2006937,2029331,19399,16255
100000,24,27,1991974,2002339,19138,10000
100000,24,26,1970525,2082054,19658,10683
100000,25,24,2016300,1910752,19049,9794
100000,25,24,2042534,1977876,19331,9399
100000,23,22,1964004,1907692,17075,9560
100000,26,26,2002173,1978325,18928,19068
100000,25,26,2020941,1905844,19378,11416
100000,26,26,2052183,2026524,19294,18842
100000,26,28,1961665,1935257,20278,10941
100000,28,29,2063621,2043606,20684,10347
100000,27,27,1985247,2131114,20408,13387
100000,27,28,2013812,2031357,21087,10372
100000,28,24,1991052,1950932,20472,16126
100000,24,24,1940924,1923457,19810,14822
100000,25,25,1970797,2025490,20006,13521
100000,27,26,2006048,2111537,19556,10386
100000,25,25,1967193,2139654,19627,10158
100000,24,25,1969374,2030050,19727,15900
100000,25,26,1958694,2092057,19510,13494
100000,26,27,1960508,2045265,19789,10075
100000,27,25,1967842,2010860,19755,18032
100000,25,25,1984977,2020790,19490,11486
100000,25,26,2056271,2085471,19083,10282
100000,27,25,1983675,1976609,20144,10050
100000,27,26,2060269,1918872,20127,10536
100000,27,26,2010035,1967663,20039,18449
100000,25,26,1971836,2052651,20041,18382
100000,26,25,1989472,1997777,19823,17634
100000,29,29,2082919,2002340,20118,11522
100000,27,29,2000595,2032289,19714,13727
100000,27,27,2038195,1946948,20693,13795
100000,29,25,2189910,1958815,20519,10528
100000,28,25,1985873,1928863,19942,16850
100000,26,28,1997856,2007504,19843,11929
100000,26,25,1994288,2059913,20295,16570
100000,27,25,2006219,1979337,20372,19852
100000,30,27,2022491,2003108,20069,18446
100000,27,27,1985649,2010577,20382,16070
100000,24,25,2000231,1958496,20256,13919
100000,28,25,2014656,1975750,20193,10052
100000,26,24,2043977,1953461,20248,10389
100000,26,27,2109936,2102088,20338,10312
100000,28,25,2180395,2009431,20401,13153
100000,25,25,2036829,2038408,20030,15931
100000,27,27,2127000,2028940,20470,19042
100000,24,26,1952737,1964981,20110,10003
100000,26,27,2086890,1987796,19981,10805
100000,26,26,2030154,2044975,20180,11008
100000,28,25,2075345,1980869,19864,10426
100000,27,29,2045770,1997991,20335,11043
100000,25,27,1966366,2048431,20261,15386
100000,27,25,2006953,1945091,20344,17357
100000,26,26,2040224,2010496,20121,10883
100000,30,27,2033846,2178814,20559,19456
100000,26,26,1978149,1981741,19956,9233
100000,25,24,2113340,2019223,19280,11111
100000,24,26,1961697,1982986,19393,17594
100000,25,27,1907238,1972809,19412,12590
100000,27,27,2024227,2065781,19475,12836
100000,28,25,2090862,1985655,19379,10279
100000,24,25,1932533,2118507,18891,9887
100000,29,30,2086183,2093137,19300,9944
100000,25,25,2127783,1996314,19461,14543
